ILI Tool,Pipe Joint Number,Approx. Milepost (miles),Adjstd Map Sta (ft) (CDS),Odometer (ft),Odometer Distance to Peak Depth (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Length (in),Width (in),Oreintation (Degrees),Oreintation Peak Depth (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Max Depth + Tolerance (%),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments,Pipe Size (in),Pipe Grade ,Pipe Type,MOP (psi)
MFL,270,0.094,4+98,500.65,500.66,107,ML Int ,U8.61,8.61,21.13,U500.65,500.65,4692.37,0.219,10,0.43,0.43,153,156,29.74,,2261,2260,3138,20,2253,2250,3126,35.0879287,-119.4053851,744.76,,8.625,X52,ERW,1363
MFL,270,0.095,5+01,503.58,503.59,108,ML Int ,U11.55,11.55,18.19,U503.58,503.58,4689.43,0.219,13,0.27,0.53,166,170,29.74,,2263,2263,3143,23,2260,2259,3137,35.0879265,-119.4053764,745.77,,8.625,X52,ERW,1363
MFL,270,0.095,5+03,505.99,506.01,109,ML Int ,U13.96,13.96,15.78,U505.99,505.99,4687.02,0.219,23,0.43,0.39,151,151,29.74,,2251,2247,3121,33,2241,2235,3104,35.0879247,-119.4053692,746.60,,8.625,X52,ERW,1363
MFL,270,0.095,5+04,506.14,506.15,110,ML Int ,U14.10,14.10,15.64,U506.14,506.14,4686.88,0.219,10,0.31,0.68,160,164,29.74,,2264,2263,3143,20,2260,2258,3136,35.0879246,-119.4053688,746.65,,8.625,X52,ERW,1363
MFL,280,0.098,5+19,521.78,,111,"Weld; Begin 0.322in Wall, API 5L X52- ERW",D1.37,29.74,1.37,U521.78,521.78,4671.24,0.322,,,,,,1.37,,,,,,,,,35.0879131,-119.4053224,752.04,,8.625,X52,Elbow,1363
MFL,280,0.098,5+20,522.54,,112,Bend - 75° 1.5D Right Forged Bend,D0.61,0.76,0.61,U522.54,522.54,4670.48,0.322,,,,90,,1.37,,,,,,,,,35.0879117,-119.4053208,752.28,,8.625,X52,Elbow,1363
MFL,290,0.098,5+20,523.14,,113,"Weld; Begin 0.219in Wall, API 5L X52- ERW",U1.37,1.37,31.39,U523.14,523.14,4669.87,0.219,,,,,,31.39,279,,,,,,,,35.0879101,-119.4053205,752.37,,8.625,X52,ERW,1363
MFL,290,0.099,5+23,525.75,525.77,114,ML Int ,U2.61,2.61,28.79,U525.75,525.75,4667.26,0.219,20,0.70,0.91,160,165,31.39,,2233,2226,3092,30,2211,2198,3053,35.0879030,-119.4053208,752.61,,8.625,X52,ERW,1363
MFL,290,0.100,5+27,530.01,530.02,115,ML Int ,U6.86,6.86,24.53,U530.01,530.01,4663.01,0.219,11,0.35,0.54,187,189,31.39,,2262,2261,3141,21,2257,2255,3132,35.0878915,-119.4053214,752.98,,8.625,X52,ERW,1363
MFL,290,0.100,5+27,530.13,530.16,116,ML Int Cluster,U6.99,6.99,24.41,U530.13,530.13,4662.88,0.219,18,0.90,2.25,166,184,31.39,,2222,2228,3095,28,2190,2192,3044,35.0878912,-119.4053214,752.99,,8.625,X52,ERW,1363
MFL,290,0.100,5+28,530.44,530.45,117,ML Int ,U7.30,7.30,24.10,U530.44,530.44,4662.57,0.219,10,0.23,0.59,174,178,31.39,,2265,2265,3145,20,2263,2262,3141,35.0878903,-119.4053215,753.01,,8.625,X52,ERW,1363
MFL,290,0.100,5+29,531.56,531.58,118,ML Int ,U8.42,8.42,22.98,U531.56,531.56,4661.45,0.219,13,0.27,0.54,170,174,31.39,,2263,2263,3143,23,2260,2259,3137,35.0878873,-119.4053217,753.11,,8.625,X52,ERW,1363
MFL,290,0.100,5+30,532.63,532.64,119,ML Int ,U9.48,9.48,21.91,U532.63,532.63,4660.39,0.219,10,0.23,0.54,136,140,31.39,,2265,2265,3145,20,2263,2262,3141,35.0878844,-119.4053218,753.20,,8.625,X52,ERW,1363
MFL,290,0.100,5+30,532.89,532.91,120,ML Int ,U9.75,9.75,21.65,U532.89,532.89,4660.12,0.219,10,0.31,0.48,180,182,31.39,,2264,2263,3143,20,2260,2258,3136,35.0878837,-119.4053218,753.23,,8.625,X52,ERW,1363
MFL,290,0.100,5+30,532.91,532.92,121,ML Int ,U9.77,9.77,21.63,U532.91,532.91,4660.11,0.219,23,0.31,0.44,148,150,31.39,,2258,2256,3134,33,2253,2249,3124,35.0878836,-119.4053219,753.23,,8.625,X52,ERW,1363
MFL,290,0.100,5+30,533.03,533.10,122,ML Int Cluster,U9.89,9.89,21.51,U533.03,533.03,4659.98,0.219,30,1.10,1.16,159,160,31.39,,2153,2181,3029,40,2100,2131,2960,35.0878833,-119.4053219,753.24,,8.625,X52,ERW,1363
MFL,290,0.101,5+31,534.12,534.15,123,ML Int ,U10.98,10.98,20.42,U534.12,534.12,4658.90,0.219,10,0.39,0.38,172,172,31.39,,2262,2261,3140,20,2256,2253,3129,35.0878803,-119.4053220,753.33,,8.625,X52,ERW,1363
MFL,290,0.101,5+33,535.45,535.47,124,ML Int ,U12.31,12.31,19.09,U535.45,535.45,4657.56,0.219,11,0.27,0.38,174,173,31.39,,2264,2264,3144,21,2261,2260,3138,35.0878767,-119.4053222,753.41,,8.625,X52,ERW,1363
MFL,290,0.101,5+33,535.51,535.64,125,ML Int Cluster,U12.36,12.36,19.03,U535.51,535.51,4657.51,0.219,15,1.84,2.52,148,180,31.39,,2168,2216,3078,25,2091,2177,3023,35.0878766,-119.4053222,753.42,,8.625,X52,ERW,1363
MFL,290,0.101,5+33,535.76,535.78,126,ML Int ,U12.62,12.62,18.78,U535.76,535.76,4657.25,0.219,15,0.27,0.39,181,183,31.39,,2263,2262,3142,25,2259,2258,3136,35.0878759,-119.4053222,753.43,,8.625,X52,ERW,1363
MFL,290,0.101,5+35,537.49,537.49,127,ML Int ,U14.34,14.34,17.05,U537.49,537.49,4655.53,0.219,10,0.23,0.54,140,144,31.39,,2265,2265,3145,20,2263,2262,3141,35.0878712,-119.4053225,753.55,,8.625,X52,ERW,1363
MFL,290,0.101,5+35,537.49,537.51,128,ML Int ,U14.35,14.35,17.05,U537.49,537.49,4655.52,0.219,10,0.27,0.43,172,172,31.39,,2264,2264,3144,20,2261,2260,3139,35.0878712,-119.4053225,753.55,,8.625,X52,ERW,1363
MFL,290,0.101,5+35,537.63,537.79,129,ML Int Cluster,U14.48,14.48,16.91,U537.63,537.63,4655.39,0.219,13,2.15,1.60,154,172,31.39,,2167,2223,3088,23,2080,2182,3030,35.0878708,-119.4053225,753.56,,8.625,X52,ERW,1363
MFL,290,0.102,5+36,538.80,538.81,130,ML Int ,U15.66,15.66,15.74,U538.80,538.80,4654.21,0.219,11,0.23,0.27,144,146,31.39,,2265,2264,3145,21,2262,2262,3141,35.0878676,-119.4053226,753.63,,8.625,X52,ERW,1363
MFL,290,0.102,5+36,538.98,539.04,131,ML Int Cluster,D15.56,15.83,15.56,U538.98,538.98,4654.04,0.219,21,1.06,0.60,148,152,31.39,,2197,2219,3082,31,2155,2184,3033,35.0878671,-119.4053227,753.65,,8.625,X52,ERW,1363
MFL,290,0.102,5+36,539.00,539.01,132,ML Int ,D15.54,15.86,15.54,U539.00,539.00,4654.01,0.219,11,0.27,0.43,176,178,31.39,,2264,2264,3144,21,2261,2260,3138,35.0878671,-119.4053227,753.65,,8.625,X52,ERW,1363
MFL,290,0.102,5+37,539.33,539.38,133,ML Int Cluster,D15.21,16.18,15.21,U539.33,539.33,4653.69,0.219,10,0.70,0.48,142,146,31.39,,2252,2259,3138,20,2233,2251,3126,35.0878662,-119.4053227,753.67,,8.625,X52,ERW,1363
MFL,290,0.102,5+37,539.79,539.79,134,ML Int ,D14.75,16.64,14.75,U539.79,539.79,4653.23,0.219,27,0.27,0.35,168,170,31.39,,2259,2257,3134,37,2254,2251,3126,35.0878649,-119.4053228,753.70,,8.625,X52,ERW,1363
MFL,290,0.102,5+39,541.41,541.52,135,ML Int Cluster,D13.13,18.26,13.13,U541.41,541.41,4651.61,0.219,26,1.60,1.04,156,164,31.39,,2109,2193,3046,36,2030,2155,2993,35.0878605,-119.4053230,753.81,,8.625,X52,ERW,1363
MFL,290,0.102,5+39,541.65,541.66,136,ML Int ,D12.89,18.51,12.89,U541.65,541.65,4651.37,0.219,11,0.23,0.38,160,161,31.39,,2265,2264,3145,21,2262,2262,3141,35.0878599,-119.4053230,753.82,,8.625,X52,ERW,1363
MFL,290,0.102,5+39,541.85,541.86,137,ML Int ,D12.69,18.70,12.69,U541.85,541.85,4651.17,0.219,27,0.31,0.33,166,166,31.39,,2256,2254,3130,37,2251,2246,3119,35.0878593,-119.4053230,753.83,,8.625,X52,ERW,1363
MFL,290,0.102,5+39,541.97,541.98,138,ML Int ,D12.57,18.83,12.57,U541.97,541.97,4651.05,0.219,21,0.35,0.43,161,163,31.39,,2257,2255,3132,31,2251,2247,3121,35.0878590,-119.4053231,753.84,,8.625,X52,ERW,1363
MFL,290,0.102,5+40,542.88,542.90,139,ML Int ,D11.66,19.73,11.66,U542.88,542.88,4650.14,0.219,11,0.35,0.48,142,146,31.39,,2262,2261,3141,21,2257,2255,3132,35.0878565,-119.4053232,753.90,,8.625,X52,ERW,1363
MFL,290,0.102,5+40,543.05,543.06,140,ML Int Cluster,D11.49,19.90,11.49,U543.05,543.05,4649.97,0.219,15,1.60,1.50,142,142,31.39,,2183,2218,3080,25,2116,2173,3018,35.0878561,-119.4053232,753.91,,8.625,X52,ERW,1363
MFL,290,0.102,5+41,543.74,543.75,141,ML Int ,D10.80,20.60,10.80,U543.74,543.74,4649.28,0.219,10,0.20,0.27,142,143,31.39,,2266,2265,3146,20,2264,2263,3144,35.0878542,-119.4053233,753.96,,8.625,X52,ERW,1363
MFL,290,0.102,5+41,544.23,544.25,142,ML Int ,D10.30,21.09,10.30,U544.23,544.23,4648.78,0.219,19,0.35,0.42,140,143,31.39,,2258,2256,3134,29,2252,2249,3123,35.0878528,-119.4053234,753.99,,8.625,X52,ERW,1363
MFL,290,0.103,5+42,544.85,544.89,143,ML Int Cluster,D9.69,21.71,9.69,U544.85,544.85,4648.16,0.219,18,1.76,1.61,148,150,31.39,,2152,2207,3065,28,2075,2159,2999,35.0878512,-119.4053235,754.02,,8.625,X52,ERW,1363
MFL,290,0.103,5+43,545.87,546.04,144,ML Int Cluster,D8.66,22.73,8.66,U545.87,545.87,4647.14,0.219,20,2.19,0.73,154,154,31.39,,2105,2213,3074,30,2008,2178,3025,35.0878484,-119.4053237,754.08,,8.625,X52,ERW,1363
MFL,290,0.103,5+45,547.79,547.80,145,ML Int ,D6.75,24.64,6.75,U547.79,547.79,4645.23,0.219,12,0.31,0.40,153,156,31.39,,2263,2262,3142,22,2259,2257,3134,35.0878432,-119.4053241,754.18,,8.625,X52,ERW,1363
MFL,290,0.103,5+45,547.93,547.95,146,ML Int ,D6.60,24.79,6.60,U547.93,547.93,4645.08,0.219,28,0.31,0.30,164,166,31.39,,2256,2253,3129,38,2250,2245,3118,35.0878428,-119.4053241,754.19,,8.625,X52,ERW,1363
MFL,290,0.104,5+48,550.72,550.73,147,ML Int Cluster,D3.82,27.57,3.82,U550.72,550.72,4642.30,0.219,14,1.17,0.43,133,134,31.39,,2216,2238,3108,24,2172,2212,3072,35.0878352,-119.4053246,754.34,,8.625,X52,ERW,1363
MFL,300,0.105,5+52,554.54,,148,Weld,D15.37,31.39,15.37,U554.54,554.54,4638.48,0.219,,,,,,15.37,4,,,,,,,,35.0878248,-119.4053254,754.54,,8.625,X52,ERW,1363
MFL,300,0.105,5+52,554.62,554.63,149,ML Int ,U0.08,0.08,15.29,U554.62,554.62,4638.40,0.219,29,0.31,0.34,185,187,15.37,,2255,2252,3128,39,2249,2244,3117,35.0878246,-119.4053254,754.55,,8.625,X52,ERW,1363
MFL,300,0.106,5+59,561.53,561.54,150,ML Int ,U6.99,6.99,8.38,U561.53,561.53,4631.48,0.219,12,0.23,0.27,153,154,15.37,,2265,2264,3145,22,2262,2261,3141,35.0878059,-119.4053271,754.95,,8.625,X52,ERW,1363
MFL,310,0.107,5+67,569.91,,151,"Weld; Begin 0.322in Wall, API 5L X52- ERW",D0.46,15.37,0.46,U569.91,569.91,4623.11,0.322,,,,,,0.46,,,,,,,,,35.0877831,-119.4053291,755.45,,8.625,X52,Elbow,1363
MFL,310,0.107,5+67,570.15,,152,Bend - 25° 3D Left Forged Bend,D0.22,0.24,0.22,U570.15,570.15,4622.86,0.322,,,,270,,0.46,,,,,,,,,35.0877825,-119.4053290,755.47,,8.625,X52,Elbow,1363
MFL,320,0.107,5+67,570.37,,153,"Weld; Begin 0.219in Wall, API 5L X52- ERW",U0.46,0.46,2.91,U570.37,570.37,4622.65,0.219,,,,,,2.91,,,,,,,,,35.0877819,-119.4053289,755.48,,8.625,X52,ERW,1363
MFL,320,0.108,5+68,570.55,570.60,154,ML Int Cluster,U0.18,0.18,2.73,U570.55,570.55,4622.46,0.219,10,0.74,0.48,150,148,2.91,,2250,2252,3128,20,2230,2236,3105,35.0877814,-119.4053287,755.49,,8.625,X52,ERW,1363
MFL,320,0.108,5+68,571.04,571.04,155,ML Int ,U0.67,0.67,2.24,U571.04,571.04,4621.98,0.219,11,0.20,0.27,140,140,2.91,,2265,2265,3146,21,2264,2263,3143,35.0877802,-119.4053282,755.53,,8.625,X52,ERW,1363
MFL,320,0.108,5+69,572.15,572.16,156,ML Ext ,D1.14,1.78,1.14,U572.15,572.15,4620.87,0.219,17,0.47,0.67,244,250,2.91,,2254,2251,3126,27,2244,2238,3109,35.0877773,-119.4053271,755.61,,8.625,X52,ERW,1363
MFL,320,0.108,5+69,572.29,572.43,157,ML Int Cluster,D0.99,1.92,0.99,U572.29,572.29,4620.73,0.219,11,1.72,1.66,134,132,2.91,,2201,2209,3068,21,2133,2148,2984,35.0877769,-119.4053270,755.62,,8.625,X52,ERW,1363
MFL,320,0.108,5+70,572.95,572.97,158,ML Ext ,D0.33,2.58,0.33,U572.95,572.95,4620.06,0.219,15,0.51,0.67,236,241,2.91,,2254,2251,3126,25,2243,2237,3107,35.0877752,-119.4053263,755.67,,8.625,X52,ERW,1363
MFL,330,0.108,5+70,573.28,,159,Weld,U2.91,2.91,40.30,U573.28,573.28,4619.74,0.219,,,,,,40.30,8,,,,,,,,35.0877743,-119.4053260,755.69,,8.625,X52,ERW,1363
MFL,330,0.108,5+71,573.99,574.04,160,ML Int Cluster,U0.71,0.71,39.59,U573.99,573.99,4619.02,0.219,13,0.78,1.77,151,170,40.30,,2242,2249,3124,23,2219,2232,3100,35.0877725,-119.4053253,755.75,,8.625,X52,ERW,1363
MFL,330,0.108,5+71,574.20,574.21,161,ML Int ,U0.92,0.92,39.38,U574.20,574.20,4618.81,0.219,10,0.16,0.48,162,166,40.30,,2266,2266,3147,20,2265,2265,3145,35.0877719,-119.4053251,755.76,,8.625,X52,ERW,1363
MFL,330,0.108,5+72,574.57,574.70,162,ML Int Cluster,U1.29,1.29,39.01,U574.57,574.57,4618.44,0.219,33,1.68,2.14,145,153,40.30,,2043,2206,3064,43,1951,2171,3016,35.0877710,-119.4053247,755.79,,8.625,X52,ERW,1363
MFL,330,0.108,5+72,574.85,574.87,163,ML Int ,U1.57,1.57,38.73,U574.85,574.85,4618.16,0.219,11,0.27,0.43,165,166,40.30,,2264,2264,3144,21,2261,2260,3138,35.0877703,-119.4053244,755.81,,8.625,X52,ERW,1363
MFL,330,0.109,5+75,577.81,577.89,164,ML Int Cluster,U4.53,4.53,35.78,U577.81,577.81,4615.21,0.219,14,1.52,1.99,168,180,40.30,,2194,2216,3078,24,2132,2169,3013,35.0877626,-119.4053215,756.03,,8.625,X52,ERW,1363
MFL,330,0.109,5+75,578.13,578.15,165,ML Int Cluster,U4.85,4.85,35.45,U578.13,578.13,4614.88,0.219,10,0.98,2.38,152,156,40.30,,2240,2239,3110,20,2209,2206,3064,35.0877618,-119.4053212,756.06,,8.625,X52,ERW,1363
MFL,330,0.109,5+75,578.46,578.47,166,ML Int Cluster,U5.18,5.18,35.13,U578.46,578.46,4614.56,0.219,12,0.43,1.00,162,166,40.30,,2259,2258,3136,22,2252,2248,3123,35.0877609,-119.4053208,756.08,,8.625,X52,ERW,1363
MFL,330,0.109,5+76,578.58,578.60,167,ML Int ,U5.30,5.30,35.00,U578.58,578.58,4614.43,0.219,17,0.39,0.53,171,172,40.30,,2258,2256,3133,27,2251,2247,3120,35.0877606,-119.4053207,756.09,,8.625,X52,ERW,1363
MFL,330,0.109,5+78,580.70,580.71,168,ML Int ,U7.42,7.42,32.89,U580.70,580.70,4612.32,0.219,10,0.20,0.38,156,158,40.30,,2266,2265,3146,20,2264,2263,3144,35.0877551,-119.4053186,756.25,,8.625,X52,ERW,1363
MFL,330,0.109,5+78,580.88,580.88,169,ML Int ,U7.60,7.60,32.70,U580.88,580.88,4612.13,0.219,15,0.16,0.27,158,158,40.30,,2266,2265,3146,25,2264,2264,3144,35.0877546,-119.4053184,756.26,,8.625,X52,ERW,1363
MFL,330,0.109,5+78,581.35,581.36,170,ML Int ,U8.08,8.08,32.23,U581.35,581.35,4611.66,0.219,11,0.23,0.43,147,150,40.30,,2265,2264,3145,21,2262,2262,3141,35.0877534,-119.4053180,756.30,,8.625,X52,ERW,1363
MFL,330,0.110,5+80,582.76,582.78,171,ML Int Cluster,U9.48,9.48,30.82,U582.76,582.76,4610.25,0.219,25,1.64,1.31,158,160,40.30,,2112,2206,3064,35,2032,2162,3003,35.0877498,-119.4053166,756.40,,8.625,X52,ERW,1363
MFL,330,0.110,5+80,582.99,583.06,172,ML Int Cluster,U9.71,9.71,30.59,U582.99,582.99,4610.02,0.219,11,3.95,1.99,143,166,40.30,,2137,2187,3037,21,2009,2105,2923,35.0877492,-119.4053163,756.42,,8.625,X52,ERW,1363
MFL,330,0.110,5+80,583.43,583.44,173,ML Int ,U10.15,10.15,30.16,U583.43,583.43,4609.59,0.219,11,0.51,0.45,162,166,40.30,,2258,2256,3133,21,2247,2243,3115,35.0877480,-119.4053159,756.45,,8.625,X52,ERW,1363
MFL,330,0.110,5+81,583.63,583.64,174,ML Int ,U10.35,10.35,29.95,U583.63,583.63,4609.39,0.219,15,0.35,0.62,138,143,40.30,,2260,2259,3137,25,2255,2252,3128,35.0877475,-119.4053157,756.47,,8.625,X52,ERW,1363
MFL,330,0.110,5+81,583.94,583.95,175,ML Int ,U10.66,10.66,29.64,U583.94,583.94,4609.08,0.219,12,0.31,0.47,168,171,40.30,,2263,2262,3142,22,2259,2257,3134,35.0877467,-119.4053154,756.49,,8.625,X52,ERW,1363
MFL,330,0.110,5+81,584.32,584.37,176,ML Int Cluster,U11.04,11.04,29.26,U584.32,584.32,4608.69,0.219,18,1.53,3.13,140,152,40.30,,2170,2212,3072,28,2104,2162,3003,35.0877457,-119.4053150,756.52,,8.625,X52,ERW,1363
MFL,330,0.110,5+82,584.58,584.60,177,ML Int Cluster,U11.31,11.31,29.00,U584.58,584.58,4608.43,0.219,10,0.78,0.95,151,160,40.30,,2248,2246,3120,20,2227,2221,3085,35.0877450,-119.4053147,756.54,,8.625,X52,ERW,1363
MFL,330,0.110,5+82,584.78,584.87,178,ML Int Cluster,U11.50,11.50,28.81,U584.78,584.78,4608.24,0.219,30,1.37,2.43,141,150,40.30,,2112,2159,2999,40,2042,2093,2906,35.0877445,-119.4053146,756.55,,8.625,X52,ERW,1363
MFL,330,0.110,5+82,585.21,585.22,179,ML Int ,U11.93,11.93,28.37,U585.21,585.21,4607.80,0.219,11,0.16,0.40,156,158,40.30,,2266,2266,3147,21,2265,2265,3145,35.0877434,-119.4053141,756.59,,8.625,X52,ERW,1363
MFL,330,0.110,5+83,585.63,585.64,180,ML Int ,U12.36,12.36,27.95,U585.63,585.63,4607.38,0.219,10,0.20,0.38,156,158,40.30,,2266,2265,3146,20,2264,2263,3144,35.0877423,-119.4053137,756.62,,8.625,X52,ERW,1363
MFL,330,0.111,5+84,586.93,586.95,181,ML Int ,U13.65,13.65,26.66,U586.93,586.93,4606.09,0.219,10,0.39,0.48,151,154,40.30,,2262,2261,3140,20,2256,2253,3129,35.0877390,-119.4053124,756.72,,8.625,X52,ERW,1363
MFL,330,0.111,5+85,587.84,587.85,182,ML Int Cluster,U14.57,14.57,25.74,U587.84,587.84,4605.17,0.219,13,1.02,0.51,154,158,40.30,,2229,2240,3111,23,2194,2212,3072,35.0877366,-119.4053115,756.78,,8.625,X52,ERW,1363
MFL,330,0.112,5+93,596.51,596.65,183,ML Int Cluster,D17.08,23.23,17.08,U596.51,596.51,4596.51,0.219,20,2.39,2.39,147,178,40.30,,2092,2166,3009,30,1989,2093,2906,35.0877141,-119.4053029,757.38,,8.625,X52,ERW,1363
MFL,330,0.113,5+94,597.51,597.51,184,ML Int ,D16.07,24.23,16.07,U597.51,597.51,4595.51,0.219,11,0.31,0.43,160,160,40.30,,2263,2262,3142,21,2259,2257,3135,35.0877115,-119.4053020,757.44,,8.625,X52,ERW,1363
MFL,340,0.116,6+10,613.58,,185,Weld,D29.85,40.30,29.85,U613.58,613.58,4579.43,0.219,,,,,,29.85,342,,,,,,,,35.0876696,-119.4052867,758.19,,8.625,X52,ERW,1363
MFL,340,0.119,6+27,629.79,629.91,186,ML Int Cluster Manufacturing Related,D13.64,16.20,13.64,U629.79,629.79,4563.23,0.219,45,1.64,1.27,150,159,29.85,,1939,2071,2877,55,1829,2005,2785,35.0876270,-119.4052721,758.67,,8.625,X52,ERW,1363
MFL,340,0.119,6+27,630.48,630.49,187,ML Int Manufacturing Related,D12.95,16.89,12.95,U630.48,630.48,4562.54,0.219,23,0.31,0.48,154,155,29.85,,2258,2256,3134,33,2253,2249,3124,35.0876252,-119.4052715,758.68,,8.625,X52,ERW,1363
MFL,350,0.121,6+40,643.43,,188,"Weld; Begin 0.322in Wall, API 5L X52- ERW",D19.98,29.85,19.98,U643.43,643.43,4549.59,0.322,,,,,,19.98,12,,,,,,,,35.0875910,-119.4052608,758.98,,8.625,X52,ERW,1363
MFL,360,0.125,6+60,663.41,,189,Weld,U19.98,19.98,22.25,U663.41,663.41,4529.61,0.322,,,,,,22.25,56,,,,,,,,35.0875382,-119.4052447,759.16,,8.625,X52,ERW,1363
MFL,370,0.129,6+82,685.66,,190,"Weld; Begin 0.219in Wall, API 5L X52- ERW",U22.25,22.25,29.15,U685.66,685.66,4507.36,0.219,,,,,,29.15,28,,,,,,,,35.0874793,-119.4052268,759.45,,8.625,X52,ERW,1363
MFL,370,0.132,6+96,699.19,699.20,191,ML Int ,U13.53,13.53,15.61,U699.19,699.19,4493.82,0.219,24,0.27,0.40,166,170,29.15,,2260,2258,3136,34,2256,2253,3129,35.0874435,-119.4052160,759.74,,8.625,X52,ERW,1363
MFL,370,0.132,6+96,699.29,699.31,192,ML Ext ,U13.63,13.63,15.51,U699.29,699.29,4493.73,0.219,10,0.39,0.80,74,76,29.15,,2262,2261,3140,20,2256,2253,3129,35.0874432,-119.4052159,759.74,,8.625,X52,ERW,1363
MFL,370,0.134,7+05,708.79,708.80,193,ML Int ,D6.01,23.13,6.01,U708.79,708.79,4484.22,0.219,10,0.20,0.38,137,138,29.15,,2266,2265,3146,20,2264,2263,3144,35.0874180,-119.4052083,759.94,,8.625,X52,ERW,1363
MFL,370,0.134,7+06,709.21,709.23,194,ML Int ,D5.59,23.56,5.59,U709.21,709.21,4483.80,0.219,10,0.23,0.64,128,131,29.15,,2265,2265,3145,20,2263,2262,3141,35.0874169,-119.4052080,759.95,,8.625,X52,ERW,1363
MFL,380,0.135,7+11,714.80,,195,Weld,U29.15,29.15,63.24,U714.80,714.80,4478.21,0.219,,,,,,63.24,,,,,,,,,35.0874021,-119.4052035,760.07,,8.625,X52,ERW,1363
MFL,390,0.147,7+74,778.04,,196,Weld,U63.24,63.24,63.33,U778.04,778.04,4414.98,0.219,,,,,,63.33,,,,,,,,,35.0872371,-119.4051429,760.80,,8.625,X52,ERW,1363
MFL,390,0.152,8+04,808.29,808.35,197,ML Int Cluster,U30.25,30.25,33.07,U808.29,808.29,4384.72,0.219,21,0.78,1.88,146,160,63.33,,2224,2232,3100,31,2198,2202,3058,35.0871605,-119.4051055,761.01,,8.625,X52,ERW,1363
MFL,390,0.153,8+09,813.47,813.49,198,ML Int ,D27.89,35.43,27.89,U813.47,813.47,4379.54,0.219,11,0.23,0.38,136,138,63.33,,2265,2264,3145,21,2262,2262,3141,35.0871476,-119.4050984,761.07,,8.625,X52,ERW,1363
MFL,400,0.159,8+37,841.37,,199,Weld,D63.06,63.33,63.06,U841.37,841.37,4351.65,0.219,,,,,,63.06,36,,,,,,,,35.0870797,-119.4050569,761.43,,8.625,X52,ERW,1363
MFL,400,0.159,8+38,841.85,841.85,200,ML Int ,U0.48,0.48,62.58,U841.85,841.85,4351.17,0.219,10,0.20,0.43,159,160,63.06,,2266,2265,3146,20,2264,2263,3144,35.0870785,-119.4050561,761.44,,8.625,X52,ERW,1363
MFL,400,0.159,8+42,846.19,846.20,201,ML Int ,U4.82,4.82,58.25,U846.19,846.19,4346.83,0.219,11,0.23,0.38,200,202,63.06,,2265,2264,3145,21,2262,2262,3141,35.0870682,-119.4050491,761.46,,8.625,X52,ERW,1363
MFL,400,0.159,8+42,846.76,846.76,202,ML Int Cluster,U5.39,5.39,57.68,U846.76,846.76,4346.26,0.219,10,1.09,0.75,104,104,63.06,,2235,2247,3121,20,2198,2226,3091,35.0870669,-119.4050482,761.47,,8.625,X52,ERW,1363
MFL,400,0.160,8+43,846.97,847.00,203,ML Int ,U5.61,5.61,57.46,U846.97,846.97,4346.04,0.219,11,0.35,0.48,106,106,63.06,,2262,2261,3141,21,2257,2255,3132,35.0870663,-119.4050478,761.47,,8.625,X52,ERW,1363
MFL,400,0.160,8+46,850.71,850.72,204,ML Int ,U9.34,9.34,53.72,U850.71,850.71,4342.31,0.219,10,0.23,0.43,207,210,63.06,,2265,2265,3145,20,2263,2262,3141,35.0870575,-119.4050416,761.49,,8.625,X52,ERW,1363
MFL,400,0.162,8+56,860.64,860.65,205,ML Int ,U19.27,19.27,43.79,U860.64,860.64,4332.38,0.219,11,0.31,0.54,186,190,63.06,,2263,2262,3142,21,2259,2257,3135,35.0870343,-119.4050247,761.60,,8.625,X52,ERW,1363
MFL,400,0.162,8+57,861.39,861.39,206,ML Int ,U20.02,20.02,43.05,U861.39,861.39,4331.63,0.219,10,0.20,0.40,185,188,63.06,,2266,2265,3146,20,2264,2263,3144,35.0870325,-119.4050234,761.62,,8.625,X52,ERW,1363
MFL,400,0.163,8+58,862.40,862.42,207,ML Int ,U21.04,21.04,42.03,U862.40,862.40,4330.61,0.219,10,0.31,0.64,116,119,63.06,,2264,2263,3143,20,2260,2258,3136,35.0870302,-119.4050216,761.64,,8.625,X52,ERW,1363
MFL,400,0.164,8+65,869.18,869.21,208,ML Int ,U27.81,27.81,35.25,U869.18,869.18,4323.84,0.219,14,0.63,0.58,139,145,63.06,,2249,2245,3118,24,2233,2225,3091,35.0870145,-119.4050097,761.77,,8.625,X52,ERW,1363
MFL,400,0.166,8+79,883.77,883.78,209,ML Ext ,D20.66,42.40,20.66,U883.77,883.77,4309.24,0.219,11,0.23,0.52,99,101,63.06,,2265,2264,3145,21,2262,2262,3141,35.0869812,-119.4049832,762.15,,8.625,X52,ERW,1363
